Bus Body,Date,Packet,Slot,Latitude,Longitude,Place
ABP17,2020-03-17,5,1,0.0,0.0,Soul Buoy
ABP17,2020-03-17,5,2,0.0,0.0,Soul Buoy
ABP17,2020-03-17,5,3,0.0,0.0,Soul Buoy
ABP17,2020-03-17,5,4,0.0,0.0,Soul Buoy
ABP17,2020-03-17,5,5,23.044921,72.542726,"Helmet Cross Roads Bus Station, 132 Ft. Ring Road, Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380052, India"
ABP17,2020-03-17,5,6,23.023592,72.57931500000001,"Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,6,1,23.024678,72.579047,"Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,6,2,23.035762,72.562955,"Commerce College Road, Usmanpura, Navrangpura, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380009, India"
ABP17,2020-03-17,6,3,23.049838,72.517358,"Thaltej Cross Roads, Thaltej, Daskroi Taluka, Ahmedabad District, Gujarat, India"
ABP17,2020-03-17,6,4,23.042981,72.48983,"Thaltej, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380059, India"
ABP17,2020-03-17,6,5,23.052345000000003,72.4734,"Shilaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380058, India"
ABP17,2020-03-17,6,6,23.054104000000002,72.471636,"Ranchhod pura, Kalol Taluka, Gandhinagar District, Gujarat, 380058, India"
ABP17,2020-03-17,7,1,23.042197,72.489772,"Thaltej, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380059, India"
ABP17,2020-03-17,7,2,23.049136999999998,72.52146,"Drive-in Road, Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,7,3,23.031038,72.569138,"Kochrab, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380043, India"
ABP17,2020-03-17,7,4,23.024722,72.57896,"Lal Darwaja AMTS Bus Stop, Ellisbridge, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,7,5,23.02471,72.57899499999999,"Lal Darwaja AMTS Bus Stop, Ellisbridge, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,7,6,23.024756,72.57899300000001,"Lal Darwaja AMTS Bus Stop, Ellisbridge, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,8,1,23.024563,72.578997,"Lal Darwaja AMTS Bus Stop, Ellisbridge, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,8,2,23.035564,72.563313,"Commerce College Road, Usmanpura, Navrangpura, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380009, India"
ABP17,2020-03-17,8,3,23.046176000000003,72.529912,"Drive-in Road, Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,8,4,23.050147,72.50707299999999,"Thaltej Road, Thaltej, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380054, India"
ABP17,2020-03-17,8,5,23.052554999999998,72.472767,"Shilaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380058, India"
ABP17,2020-03-17,8,6,23.054064999999998,72.471398,"Shilaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380058, India"
ABP17,2020-03-17,9,1,23.054088,72.47143,"Ranchhod pura, Kalol Taluka, Gandhinagar District, Gujarat, 380058, India"
ABP17,2020-03-17,9,2,23.05094,72.493441,"Thaltej Road, Thaltej, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380054, India"
ABP17,2020-03-17,9,3,23.05857,72.519463,"Thaltej, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380059, India"
ABP17,2020-03-17,9,4,23.044663,72.54540899999999,"Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,9,5,23.030012,72.570492,"Ashram Road, Paldi, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,9,6,0.0,0.0,Soul Buoy
ABP17,2020-03-17,10,1,0.0,0.0,Soul Buoy
ABP17,2020-03-17,10,2,0.0,0.0,Soul Buoy
ABP17,2020-03-17,10,3,0.0,0.0,Soul Buoy
ABP17,2020-03-17,10,4,23.024684,72.579006,"Lal Darwaja AMTS Bus Stop, Ellisbridge, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,10,5,23.030935,72.564255,"Kochrab, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380043, India"
ABP17,2020-03-17,10,6,23.045655,72.539563,"Drive-in Road, Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,11,1,23.057579,72.510164,"Thaltej, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380059, India"
ABP17,2020-03-17,11,2,23.05323,72.479897,"Shilaj, Daskroi Taluka, Ahmedabad District, Gujarat, 382115, India"
ABP17,2020-03-17,11,3,0.0,0.0,Soul Buoy
ABP17,2020-03-17,11,4,0.0,0.0,Soul Buoy
ABP17,2020-03-17,11,5,0.0,0.0,Soul Buoy
ABP17,2020-03-17,11,6,0.0,0.0,Soul Buoy
ABP17,2020-03-17,12,1,0.0,0.0,Soul Buoy
ABP17,2020-03-17,12,2,0.0,0.0,Soul Buoy
ABP17,2020-03-17,12,3,0.0,0.0,Soul Buoy
ABP17,2020-03-17,12,4,0.0,0.0,Soul Buoy
ABP17,2020-03-17,12,5,0.0,0.0,Soul Buoy
ABP17,2020-03-17,12,6,0.0,0.0,Soul Buoy
ABP17,2020-03-17,13,1,23.042938,72.484641,"Bodakdev, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380054, India"
ABP17,2020-03-17,13,2,23.059431,72.515909,"Thaltej, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380059, India"
ABP17,2020-03-17,13,3,23.047187,72.535921,"Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,13,4,23.035539,72.564076,"Navrangpura, Commerce College Road, Usmanpura, Navrangpura, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380009, India"
ABP17,2020-03-17,13,5,23.023887,72.57979,"Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,13,6,23.024614,72.579011,"Lal Darwaja AMTS Bus Stop, Ellisbridge, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,14,1,23.024576999999997,72.57905600000001,"Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,14,2,23.024628,72.578953,"Lal Darwaja AMTS Bus Stop, Ellisbridge, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,14,3,23.024621,72.579032,"Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,14,4,23.036111,72.561995,"chocolate room, Commerce College Road, Usmanpura, Navrangpura, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380009, India"
ABP17,2020-03-17,14,5,23.045783,72.534026,"Shree Swaminarayan Gurukul Vishwavidya Pratishthanam - SGVP, Drive-in Road, Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,14,6,23.052668,72.508074,"Thaltej, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380059, India"
ABP17,2020-03-17,15,1,23.05324,72.475954,"Shilaj, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380058, India"
ABP17,2020-03-17,15,2,23.054764000000002,72.472123,"Ranchhod pura, Kalol Taluka, Gandhinagar District, Gujarat, 380058, India"
ABP17,2020-03-17,15,3,23.054723000000003,72.47211999999999,"Ranchhod pura, Kalol Taluka, Gandhinagar District, Gujarat, 380058, India"
ABP17,2020-03-17,15,4,23.054709,72.47213,"Ranchhod pura, Kalol Taluka, Gandhinagar District, Gujarat, 380058, India"
ABP17,2020-03-17,15,5,23.054731,72.472092,"Ranchhod pura, Kalol Taluka, Gandhinagar District, Gujarat, 380058, India"
ABP17,2020-03-17,15,6,0.0,0.0,Soul Buoy
ABP17,2020-03-17,16,1,23.054083,72.47166899999999,"Ranchhod pura, Kalol Taluka, Gandhinagar District, Gujarat, 380058, India"
ABP17,2020-03-17,16,2,23.050813,72.496881,"Thaltej Road, Thaltej, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380054, India"
ABP17,2020-03-17,16,3,23.058329,72.520053,"NH147, Bodakdev, Ognaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380059, India"
ABP17,2020-03-17,16,4,23.045989000000002,72.540228,"Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,16,5,23.03177,72.564165,"Usmanpura, Navrangpura, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380009, India"
ABP17,2020-03-17,16,6,23.023951,72.579122,"Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,17,1,23.024831,72.579025,"Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,17,2,23.024827,72.57899599999999,"Lal Darwaja AMTS Bus Stop, Ellisbridge, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,17,3,23.024835,72.57899300000001,"Lal Darwaja AMTS Bus Stop, Ellisbridge, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,17,4,23.026532999999997,72.580135,"Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,17,5,23.036412,72.561583,"SPEC INDIA, Commerce College Road, Usmanpura, Navrangpura, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380009, India"
ABP17,2020-03-17,17,6,23.045665,72.53473199999999,"Swaminarayan Mandir, Drive-in Road, Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,18,1,23.059313,72.5137,"Thaltej, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380059, India"
ABP17,2020-03-17,18,2,23.047741000000002,72.480016,"Sardar Patel Ring Road, Shilaj, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380058, India"
ABP17,2020-03-17,18,3,23.054006,72.471436,"Shilaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380058, India"
ABP17,2020-03-17,18,4,23.05402,72.47140999999999,"Shilaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380058, India"
ABP17,2020-03-17,18,5,23.053204,72.47999899999999,"Shilaj, Daskroi Taluka, Ahmedabad District, Gujarat, 382115, India"
ABP17,2020-03-17,18,6,23.049996,72.50528299999999,"Thaltej Road, Thaltej, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380054, India"
ABP17,2020-03-17,19,1,23.04993,72.517932,"Udgam School for Children, Service road - Sarkhej Gandhinagar Highway, Gurukul, Sarkhej, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380054, India"
ABP17,2020-03-17,19,2,23.045873999999998,72.54059000000001,"Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,19,3,23.033001000000002,72.563936,"Usmanpura, Navrangpura, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380009, India"
ABP17,2020-03-17,19,4,23.023853,72.579048,"Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,19,5,23.036145,72.561468,"chocolate room, Commerce College Road, Usmanpura, Navrangpura, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380009, India"
ABP17,2020-03-17,19,6,23.040494,72.547214,"Gurukul, Panjrapole, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,20,1,23.040511,72.547226,"Gurukul, Panjrapole, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP17,2020-03-17,20,2,23.044408999999998,72.542362,"Helmet Cross Roads Bus Station, 132 Ft. Ring Road, Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380052, India"
ABP17,2020-03-17,20,3,23.044398,72.54235,"Helmet Cross Roads Bus Station, 132 Ft. Ring Road, Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380052, India"
ABP17,2020-03-17,20,4,23.044398,72.542362,"Helmet Cross Roads Bus Station, 132 Ft. Ring Road, Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380052, India"
ABP17,2020-03-17,20,5,23.0444,72.542366,"Helmet Cross Roads Bus Station, 132 Ft. Ring Road, Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380052, India"
ABP17,2020-03-17,20,6,23.044421,72.542389,"Helmet Cross Roads Bus Station, 132 Ft. Ring Road, Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380052, India"
ABP17,2020-03-17,21,1,0.0,0.0,Soul Buoy
ABP17,2020-03-17,21,2,0.0,0.0,Soul Buoy
ABP17,2020-03-17,21,3,0.0,0.0,Soul Buoy
ABP17,2020-03-17,21,4,0.0,0.0,Soul Buoy
ABP17,2020-03-17,21,5,0.0,0.0,Soul Buoy
ABP17,2020-03-17,21,6,0.0,0.0,Soul Buoy
ABP17,2020-03-17,22,1,0.0,0.0,Soul Buoy
ABP17,2020-03-17,22,2,0.0,0.0,Soul Buoy
ABP17,2020-03-17,22,3,0.0,0.0,Soul Buoy
ABP17,2020-03-17,22,4,0.0,0.0,Soul Buoy
ABP17,2020-03-17,22,5,0.0,0.0,Soul Buoy
ABP17,2020-03-17,22,6,0.0,0.0,Soul Buoy
ABP17,2020-03-17,23,1,0.0,0.0,Soul Buoy
ABP17,2020-03-17,23,2,0.0,0.0,Soul Buoy
ABP17,2020-03-17,23,3,0.0,0.0,Soul Buoy
ABP17,2020-03-17,23,4,0.0,0.0,Soul Buoy
ABP17,2020-03-17,23,5,0.0,0.0,Soul Buoy
ABP17,2020-03-17,23,6,0.0,0.0,Soul Buoy
ABP18,2020-03-17,5,1,0.0,0.0,Soul Buoy
ABP18,2020-03-17,5,2,0.0,0.0,Soul Buoy
ABP18,2020-03-17,5,3,0.0,0.0,Soul Buoy
ABP18,2020-03-17,5,4,0.0,0.0,Soul Buoy
ABP18,2020-03-17,5,5,0.0,0.0,Soul Buoy
ABP18,2020-03-17,5,6,0.0,0.0,Soul Buoy
ABP18,2020-03-17,6,1,0.0,0.0,Soul Buoy
ABP18,2020-03-17,6,2,0.0,0.0,Soul Buoy
ABP18,2020-03-17,6,3,23.044654,72.542209,"Helmet Cross Roads Bus Station, 132 Ft. Ring Road, Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380052, India"
ABP18,2020-03-17,6,4,23.026763,72.57185799999999,"Nehru Bridge, Kochrab, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380043, India"
ABP18,2020-03-17,6,5,23.036886,72.560218,"Jain Hostel, Commerce College Road, Gulbai tekra, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,6,6,23.052913,72.518217,"NH147, Thaltej, Ognaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380059, India"
ABP18,2020-03-17,7,1,23.041764999999998,72.4896,"Bodakdev, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380054, India"
ABP18,2020-03-17,7,2,23.054095999999998,72.471592,"Ranchhod pura, Kalol Taluka, Gandhinagar District, Gujarat, 380058, India"
ABP18,2020-03-17,7,3,23.0541,72.471575,"Ranchhod pura, Kalol Taluka, Gandhinagar District, Gujarat, 380058, India"
ABP18,2020-03-17,7,4,23.043157,72.48097800000001,"Bodakdev, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380054, India"
ABP18,2020-03-17,7,5,23.058645000000002,72.519526,"Thaltej, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380059, India"
ABP18,2020-03-17,7,6,23.043787,72.547498,"Gurukul, Naranpura, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,8,1,23.024356,72.580587,"Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,8,2,23.024904,72.57894399999999,"Lal Darwaja AMTS Bus Stop, Ellisbridge, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,8,3,23.024943,72.578882,"Lal Darwaja AMTS Bus Stop, Ellisbridge, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,8,4,23.025232,72.580566,"Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,8,5,23.042719,72.54888100000001,"Drive-in Road, Gurukul, Naranpura, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,8,6,23.055152,72.517039,"Thaltej, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380059, India"
ABP18,2020-03-17,9,1,23.049252,72.492025,"Thaltej, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380059, India"
ABP18,2020-03-17,9,2,23.05475,72.472193,"Ranchhod pura, Kalol Taluka, Gandhinagar District, Gujarat, 380058, India"
ABP18,2020-03-17,9,3,23.054662,72.472094,"Ranchhod pura, Kalol Taluka, Gandhinagar District, Gujarat, 380058, India"
ABP18,2020-03-17,9,4,23.054703,72.472099,"Ranchhod pura, Kalol Taluka, Gandhinagar District, Gujarat, 380058, India"
ABP18,2020-03-17,9,5,23.042009,72.48928599999999,"Bodakdev, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380054, India"
ABP18,2020-03-17,9,6,23.0587,72.519486,"Thaltej, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380059, India"
ABP18,2020-03-17,10,1,23.047285000000002,72.535877,"Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,10,2,23.038724,72.556717,"Ahmedabad University Office Building, Commerce College Road, Usmanpura, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380009, India"
ABP18,2020-03-17,10,3,23.027366,72.580732,"Central Bank of India, Rustom Cama Marg, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,10,4,23.0249,72.579063,"Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,10,5,23.024863,72.579035,"Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,10,6,23.03102,72.568639,"Kochrab, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380043, India"
ABP18,2020-03-17,11,1,23.045012,72.54261899999999,"Drive-in Road, Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,11,2,23.058418,72.516823,"Thaltej, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380059, India"
ABP18,2020-03-17,11,3,23.042332000000002,72.48705799999999,"Bodakdev, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380054, India"
ABP18,2020-03-17,11,4,23.054767000000002,72.472268,"Ranchhod pura, Kalol Taluka, Gandhinagar District, Gujarat, 380058, India"
ABP18,2020-03-17,11,5,23.054778,72.472308,"Ranchhod pura, Kalol Taluka, Gandhinagar District, Gujarat, 380058, India"
ABP18,2020-03-17,11,6,23.054786,72.472301,"Ranchhod pura, Kalol Taluka, Gandhinagar District, Gujarat, 380058, India"
ABP18,2020-03-17,12,1,23.054776,72.472296,"Ranchhod pura, Kalol Taluka, Gandhinagar District, Gujarat, 380058, India"
ABP18,2020-03-17,12,2,23.054822,72.472323,"Ranchhod pura, Kalol Taluka, Gandhinagar District, Gujarat, 380058, India"
ABP18,2020-03-17,12,3,0.0,0.0,Soul Buoy
ABP18,2020-03-17,12,4,0.0,0.0,Soul Buoy
ABP18,2020-03-17,12,5,0.0,0.0,Soul Buoy
ABP18,2020-03-17,12,6,0.0,0.0,Soul Buoy
ABP18,2020-03-17,13,1,0.0,0.0,Soul Buoy
ABP18,2020-03-17,13,2,0.0,0.0,Soul Buoy
ABP18,2020-03-17,13,3,23.054049,72.471696,"Ranchhod pura, Kalol Taluka, Gandhinagar District, Gujarat, 380058, India"
ABP18,2020-03-17,13,4,23.050489000000002,72.499202,"Dev Aditya Arcade, Thaltej Road, Thaltej, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380061, India"
ABP18,2020-03-17,13,5,23.052128,72.51835799999999,"Bodakdev, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380059, India"
ABP18,2020-03-17,13,6,23.044016,72.547213,"Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,14,1,23.029598,72.570605,"Ashram Road, Paldi, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,14,2,23.024585000000002,72.578956,"Lal Darwaja AMTS Bus Stop, Ellisbridge, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,14,3,23.024504,72.578974,"Lal Darwaja AMTS Bus Stop, Ellisbridge, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,14,4,23.024546,72.57898399999999,"Lal Darwaja AMTS Bus Stop, Ellisbridge, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,14,5,23.024558,72.578988,"Lal Darwaja AMTS Bus Stop, Ellisbridge, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,14,6,23.034492999999998,72.564123,"Usmanpura, Navrangpura, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380009, India"
ABP18,2020-03-17,15,1,23.045682,72.534757,"Swaminarayan Mandir, Drive-in Road, Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,15,2,23.056472,72.507441,"Thaltej, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380059, India"
ABP18,2020-03-17,15,3,23.042996,72.480213,"Bodakdev, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380054, India"
ABP18,2020-03-17,15,4,23.054772,72.472319,"Ranchhod pura, Kalol Taluka, Gandhinagar District, Gujarat, 380058, India"
ABP18,2020-03-17,15,5,0.0,0.0,Soul Buoy
ABP18,2020-03-17,15,6,0.0,0.0,Soul Buoy
ABP18,2020-03-17,16,1,0.0,0.0,Soul Buoy
ABP18,2020-03-17,16,2,0.0,0.0,Soul Buoy
ABP18,2020-03-17,16,3,23.042246,72.488147,"Bodakdev, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380054, India"
ABP18,2020-03-17,16,4,23.058737,72.51941500000001,"Thaltej, Bhadaj, Daskroi Taluka, Ahmedabad District, Gujarat, 380059, India"
ABP18,2020-03-17,16,5,23.046006,72.536284,"Cornea Foundation Hospital, Drive-in Road, Gurukul, Memnagar, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380052, India"
ABP18,2020-03-17,16,6,23.032517000000002,72.564053,"Usmanpura, Navrangpura, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380009, India"
ABP18,2020-03-17,17,1,23.024608999999998,72.57897,"Lal Darwaja AMTS Bus Stop, Ellisbridge, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,17,2,23.024748000000002,72.578901,"Lal Darwaja AMTS Bus Stop, Ellisbridge, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,17,3,23.024779000000002,72.579034,"Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,17,4,23.024757,72.578969,"Lal Darwaja AMTS Bus Stop, Ellisbridge, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,17,5,23.024751000000002,72.578982,"Lal Darwaja AMTS Bus Stop, Ellisbridge, Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,17,6,0.0,0.0,Soul Buoy
ABP18,2020-03-17,18,1,23.026591,72.580646,"Gita Mandir, Dhalgarvad -khadia, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
ABP18,2020-03-17,18,2,23.036694,72.560624,"B & B House, Commerce College Road, Gulbai tekra, Ahmedabad, Ahmadabad City Taluka, Ahmedabad District, Gujarat, 380001, India"
